english, hindi
Jamini_Roy,जामिनी राय
Ramkinkar_Baij,रामकिंकर बैज
Binode_Bihari_Mukherjee,बिनोद बिहारी मुखर्जी
Anil_Karanjai,अनिल करनजय
Paresh_Maity,परेश मैती
Raichand_Boral,रायचन्द बोराल
Sachin_Dev_Burman,सचिन देव बर्मन
Salil_Chowdhury,सलिल चौधरी
Hemanta_Mukherjee,हेमन्त कुमार मुखोपाध्याय
Nikhil_Banerjee,निखिल रंजन बैनर्जी
Annapurna_Devi,अन्नपूर्णा देवी
Pannalal_Ghosh,पन्नालाल घोष
Ustad_Ali_Akbar_Khan,अली अक़बर ख़ाँ
Pandit_Ravi_Shankar,रवि शंकर
Baba_Allauddin_Khan,उस्ताद अलाउद्दीन खान
Naina_Devi,"नैना देवी मंदिर, हिमाचल प्रदेश"
Ajoy_Chakrabarty,अजॉय चक्रबर्ती
Bishnupur_Gharana,विष्णुपुर घराना
K._C._Dey,कृष्ण चन्द्र डे
Pankaj_Kumar_Mullick,पंकज मलिक
Kanan_Devi,कानन देवी
Amit_Kumar,अमित कुमार
Bappi_Lahiri,बप्पी लाहिड़ी
Babul_Supriyo,बाबुल सुप्रियो
R_D_Burman,राहुल देव बर्मन
Kishore_Kumar,किशोर कुमार
Kumar_Sanu,कुमार सानु
Manna_Dey,मन्ना डे
Ruma_Guha_Thakurta,रूमा गुहा ठाकुरता
Arijit_Singh,अरिजीत सिंह
Rupam_Islam,रूपम इस्लाम
Ritwik_Ghatak,ऋत्विक घटक
Mrinal_Sen,मृणाल सेन
Bimal_Roy,बिमल राय
Hrishikesh_Mukherjee,ऋषिकेश मुखर्जी
Basu_Chatterjee,बासु चटर्जी
Chidananda_Dasgupta,चिदानन्द दासगुप्ता
Aparna_Sen,अपर्णा सेन
Rituparno_Ghosh,रितुपर्णो घोष
Anurag_Basu,अनुराग बसु
Shiboprosad_Mukherjee,शिवप्रसाद मुखोपाध्याय
Uttam_Kumar,उत्तम कुमार
Soumitra_Chatterjee,सौमित्र चटर्जी
Chhabi_Biswas,छबि बिस्वास
Mithun_Chakraborty,मिथुन चक्रवर्ती
Pradeep_Kumar,प्रदीप कुमार
Rahul_Roy,राहुल रॉय
Victor_Banerjee,विक्टर बैनर्जी
Abhishek_Chatterjee,अभिषेक चटर्जी
Keshto_Mukherjee,केष्टो मुखर्जी
Apurva_Agnihotri,अपूर्व अग्निहोत्री
Parambrata_Chatterjee,परमब्रत चटर्जी
Tathagata_Mukherjee,तथागत मुखर्जी
Debashree_Roy,देबश्री राय
Devika_Rani,देविका रानी
Kananbala,कानन देवी
Madhabi_Mukherjee,माधवी मुखर्जी
Mamata_Shankar,ममता शंकर
Moon_Moon_Sen,मुनमुन सेन
Moushmi_Chatterji,मौसमी चटर्जी
Pratyusha_Banerjee,प्रत्युषा बनर्जी
Raima_Sen,राइमा सेन
Reemma_Sen,रीमा सेन
Rimi_Sen,रिमी सेन
Rituparna_Sengupta,रितुपर्णा सेनगुप्ता
Riya_Sen,रिया सेन
Sabitri_Chatterjee,सावित्री चटर्जी
Sharmila_Tagore,शर्मिला टैगोर
Suchitra_Sen,सुचित्रा सेन
Sumita_Sanyal,सुमिता सान्याल
Supriya_Devi,सुप्रिया देवी
Sharmila_Biswas,शर्मिला विश्वास
S._K._Burman,डाबर
Dinabandhu_Mitra,दीनबन्धु मित्र
Sisir_Bhaduri,शिशिर कुमार भादुड़ी
Shambhu_Mitra,सोंभु मित्रा
Badal_Sarkar,बादल सरकार
Ballal_Sen,बल्लाल सेन
Lakshman_Sen,लक्ष्मण सेन
Lord_Satyendra_Prasanna_Sinha,सत्येन्द्र प्रसन्न सिन्हा
Cooch_Behar,कूचबिहार
Surendranath_Banerjee,सुरेंद्रनाथ बैनर्जी
Womesh_Chandra_Bonnerjee,उमेश चन्द्र बनर्जी
Bipin_Chandra_Pal,विपिनचंद्र पाल
Barindra_Kumar_Ghosh,बारीन्द्र कुमार घोष
Khudiram_Bose,खुदीराम बोस
Bagha_Jatin,बाघा यतीन
Chittaranjan_Das,चितरंजन दास
Rash_Behari_Bose,रासबिहारी बोस
Sarat_Chandra_Bose,शरत्चन्द्र बोस
Netaji_Subhas_Chandra_Bose,सुभाष चन्द्र बोस
Jatindra_Nath_Das,यतीन्द्रनाथ दास
Bina_Das,बीना दास
Matangini_Hazra,मातंगिनी हाजरा
B._C._Roy,बिधान चंद्र रॉय
Syama_Prasad_Mookerjee,श्यामाप्रसाद मुखर्जी
Basanta_Kumar_Biswas,बसन्त कुमार विश्वास
Ambika_Chakrobarty,अम्बिका चक्रवर्ती
Jogesh_Chandra_Chattopadhyay,योगेश चन्द्र चटर्जी
Huseyn_Shaheed_Suhrawardy,हुसैन शहीद सुहरावर्दी
Shyama_Prasad_Mukherjee,श्यामाप्रसाद मुखर्जी
Ashok_Mitra,अशोक मित्र
Mamata_Banerjee,ममता बनर्जी
Buddhadeb_Bhattacharya,बुद्धदेव भट्टाचार्य
Saugata_Roy,सौगत रॉय
Tathagata_Roy,तथागत राय
Pranab_Mukherjee,प्रणब मुखर्जी
Jyoti_Basu,ज्योति बसु
Somnath_Chatterjee,सोमनाथ चटर्जी
Mriganko_Mahato,मृगंक महतो
Mother_Teresa,मदर टेरेसा
Jhulan_Goswami,झूलन गोस्वामी
Priyanka_Roy,प्रियंका रॉय
Rumeli_Dhar,रुमेली धर
Sourav_Ganguly,सौरव गांगुली
Ashok_Dinda,अशोक डिंडा
Wriddhiman_Saha,रिद्धिमान साहा
Gostho_Pal,गोस्था पाल
Leander_Paes,लिएंडर पेस
Arati_Saha,आरती साहा
Bula_Choudhury,बुला चौधुरी
Mihir_Sen,मिहिर कुमार सेन
Mouma_Das,मौमा दास
Poulomi_Ghatak,पौलोमी घटक
Ankita_Das,अंकिता दास
Soumyajit_Ghosh,सौम्यजीत घोष
Jyotirmoyee_Sikdar,ज्योतिर्मोयी सिकदर
Arjun_Atwal,अर्जुन अटवाल
Anirban_Lahiri,अनिर्वण लाहिड़ी
Dipa_Karmakar,दीपा कर्मकार
Jagat_Seth,जगतसेठ
Dwarakanath_Tagore,द्वारकानाथ ठाकुर
Ram_Nath_Goenka,रामनाथ गोयनका
Rajat_Kumar_Gupta,रजत गुप्ता
Dilip_Shanghvi,दिलीप संघवी
Amar_Bose,अमर बोस
Shankar_Roychowdhury,शंकर रॉयचौधरी
Arup_Raha,अरुप राहा
Zain_Imam,ज़ैन इमाम
Karan_Singh_Grover,करन सिंह ग्रोवर
Vikas_Bahl,विकास बहल
Bipasha_Basu,बिपाशा बसु
Chetan_Bhagat,चेतन भगत
Rahul_Dev,राहुल देव
Ajay_Devgan,अजय देवगन
Esha_Gupta,ईशा गुप्ता
Saif_Ali_Khan,सैफ़ अली ख़ान
Shah_Rukh_Khan,शाहरुख़ ख़ान
Shahid_Kapoor,शाहिद कपूर
Shakti_Kapoor,शक्ति कपूर
Akshay_Kumar,अक्षय कुमार (अभिनेता)
Minissha_Lamba,मिनीषा लाम्बा
Siddharth_Malhotra,सिद्धार्थ मल्होत्रा
Kriti_Sanon,कृति सैनॉन
Saqib_Saleem,साकिब सलीम
Huma_Qureshi,हुमा क़ुरैशी
Honey_Singh,यो यो हनी सिंह
Pulkit_Samrat,पुलकित सम्राट
Koyal_Rana,कोयल राणा
Bhuvan_Bam,भुवन बाम
Barun_Sobti,बरुन सोबती
Rajesh_Khattar,राजेश खट्टर
Bahadurshah_Zafar,बहादुर शाह ज़फ़र
Priyanka_Gandhi,प्रियंका गांधी
Rahul_Gandhi,राहुल गांधी
Pervez_Musharraf,परवेज़ मुशर्रफ़
Kedar_Nath_Sahani,केदारनाथ साहनी
Sahib_Singh_Verma,साहिब सिंह वर्मा
Gautam_Gambhir,गौतम गंभीर
Parvesh_Sahib_Singh_Verma,प्रवेश साहिब सिंह वर्मा
Mohinder_Amarnath,मोहिंदर अमरनाथ
Yuki_Bhambri,युकी भांबरी
Shikhar_Dhawan,शिखर धवन
Ajay_Jadeja,अजय जडेजा
Surinder_Khanna,सुरिन्दर खन्ना
Virat_Kohli,विराट कोहली
Rahul_Sanghvi,राहुल संघवी
Geet_Sethi,गीत सेठी
Ishant_Sharma,इशांत शर्मा
Sanjeev_Sharma,संजीव शर्मा
Atul_Wassan,अतुल वासन
Jasleen_Dhamija,जसलिन धमिजा
KP_Singh,कुशल पाल सिंह
Mohan_Singh_Oberoi,मोहन सिंह ओबराय
Kunal_Bahl,कुणाल बहल
Rohit_Bansal,रोहित बंसल
Har_Gobind_Khorana,हरगोविन्द खुराना
Dilbagh_Singh,दिलबाग सिंह
Arjan_Singh,अर्जन सिंह
Om_Prakash_Mehra,ओमप्रकाश मेहरा
Joginder_Jaswant_Singh,जोगिन्दर जसवन्त सिंह
Pran_Nath_Thapar,प्राण नाथ थापर
Kuldip_Singh_Chandpuri,कुलदीप सिंह चांदपुरी
Lt_General,लेफ्टिनेंट जनरल
Jagjit_Singh_Aurora,जगजीत सिंह अरोड़ा
Karambir_Singh,करमबीर सिंह
Nand_Singh,नंद सिंह
Lance_Naik,लांस नायक
Karam_Singh,करम सिंह
Nirmal_Jit_Singh_Sekhon,निर्मलजीत सिंह सेखों
Gurbachan_Singh_Salaria,गुरबचन सिंह सलारिया
Rajinder_Singh_Sparrow,राजिंदर सिंह स्पैरो
Jag_Mohan_Nath,जगमोहन नाथ
Dewan_Ranjit_Rai,दीवान रंजीत राय
Tapishwar_Narain_Raina,तपीश्वर नारायण रैना
Bhai_Mani_Singh,भाई मणी सिंह
Baba_Deep_Singh,बाबा दीप सिंह
Maharaja_Ranjit_Singh,महाराजा रणजीत सिंह
Hari_Singh_Nalwa,सरदार हरि सिंह नलवा
Jassa_Singh_Ahluwalia,जस्सा सिंह अहलुवालिया
Dewan_Mokham_Chand,दिवान मोखम चंद
Maharaja_Bhupinder_Singh,भूपिन्दर सिंह (पटियाला)
Trishneet_Arora,त्रिशनित अरोरा
Sabeer_Bhatia,सबीर भाटिया
Manjit_Bawa,मनजीत बावा
Narinder_Singh_Kapany,नरिंदर सिंह कपानी
Kalpana_Chawla,कल्पना चावला
Dev_Anand,देव आनन्द
Shekhar_Kapur,शेखर कपूर
Baldev_Raj_Chopra,बलदेव राज चोपड़ा
Ravi_Chopra,रवि चोपड़ा
Sunny_Deol,सनी देओल
Veeru_Devgan,वीरू देवगन
Anil_Devgan,अनिल देवगन
Sanjay_Dutt,संजय दत्त
Suresh_Oberoi,सुरेश ओबेरॉय
Madan_Puri,मदन पुरी
Balraj_Sahni,बलराज साहनी
Bhisham_Sahni,भीष्म साहनी
Parikshit_Sahni,परीक्षित साहनी
Anand_Bakshi,आनंद बख्शी
Bina_Rai,बीना राय
David_Dhawan,डेविड धवन
Deepti_Naval,दीप्ती नवल
Dara_Singh,दारा सिंह
Divya_Dutta,दिव्या दत्ता
Geeta_Bali,गीता बाली
Gul_Panag,गुल पनाग
I._S._Johar,आई॰ एस॰ जौहर
Kamini_Kaushal,कामिनी कौशल
Kulbhushan_Kharbanda,कुलभूषण खरबंदा
Kirron_Kher,किरण खेर
Mangal_Dhillon,मंगल ढ़िल्लों
Mukesh_Khanna,मुकेश खन्ना
Mandira_Bedi,मंदिरा बेदी
Monica_Bedi,मोनिका बेदी
Navin_Nischol,नवीन निश्चल
Pankaj_Kapur,पंकज कपूर
Poonam_Dhillon,पूनम ढिल्लों
Parmeet_Sethi,परमीत सेठी
Pooja_Bedi,पूजा बेदी
Ruby_Bhatia,रूबी भाटिया
Rajendra_Kumar,राजेन्द्र कुमार
Rati_Agnihotri,रति अग्निहोत्री
Raveena_Tandon,रवीना टंडन
Rajat_Kapoor,रजत कपूर
Rajesh_Khanna,राजेश खन्ना
Simi_Garewal,सिमी गरेवाल
Saeed_Jaffrey,सईद जाफ़री
Vinod_Khanna,विनोद खन्ना
Vinod_Mehra,विनोद मेहरा
Jaspal_Bhatti,जसपाल भट्टी
Deepa_Mehta,दीपा मेहता
Guru_Nanak,गुरु नानक
Guru_Angad,गुरु अंगद देव
Guru_Amar_Das,गुरु अमर दास
Guru_Ram_Das,गुरु राम दास
Guru_Arjan_Dev,गुरु अर्जुन देव
Guru_Hargobind,गुरु हरगोबिन्द
Guru_Har_Rai,गुरु हर राय
Guru_Har_Krishan,गुरु हर किशन
Guru_Teg_Bahadur,गुरु तेग़ बहादुर
Guru_Granth_Sahib,गुरु ग्रन्थ साहिब
Sri_Chand,श्री चन्द्रमुनि
Bhai_Gurdas,भाई गुरदास
Shardha_Ram_Phillauri,श्रद्धाराम शर्मा
Nanak_Singh,नानक सिंह
Dhani_Ram_Chatrik,धनीराम 'चातृक'
Bhai_Kahn_Singh_Nabha,कान्ह सिंह नाभा
Bhai_Vir_Singh,भाई वीरसिंह
Rajinder_Singh_Bedi,राजिंदर सिंह बेदी
Shiv_Kumar_Batalvi,शिव कुमार बटालवी
Sahir_Ludhianvi,साहिर लुधियानवी
Amrita_Pritam,अमृता प्रीतम
Jaswant_Neki,जसवंत सिंह नेकी
Harbhajan_Singh,हरभजन सिंह
Ajmer_Rode,अजमेर रोडे
Navtej_Bharati,नवतेज भारती
Jaswant_Singh_Kanwal,जसवंत सिंह कँवल
Hafeez_Jullundhri,हफ़ीज़ जालंधरी
Saadat_Hasan_Manto,सआदत हसन मंटो
Mehr_Lal_Soni_Zia_Fatehabadi,ज़िया फ़तेहाबादी
Kulwant_Singh_Virk,कुलवंत सिंह विर्क
Khushwant_Singh,खुशवन्त सिंह
Kartar_Singh_Duggal,करतार सिंह दुग्गल
Susham_Bedi,सुषम बेदी
Kuldip_Nayar,कुलदीप नैयर
Arun_Shourie,अरुण शौरी
Tarun_Tejpal,तरुण तेजपाल
Prabhu_Chawla,प्रभु चावला
Tavleen_Singh,तवलीन सिंह
Gurdas_Maan,गुरदास मान
Shamshad_Begum,शमशाद बेगम
OP_Nayyar,ओ॰ पी॰ नय्यर
Mahendra_Kapoor,महेन्द्र कपूर
Sukhwinder_Singh,सुखविंदर सिंह
Kamal_Khan,ऑक्टोपसी
Surinder_Kaur,सुरिन्दर कौर
Gurdas_Mann,गुरदास मान
Babbu_Mann,बब्बु मान
Jaspinder_Narula,जसपिंदर नरूला
Harshdeep_Kaur,हर्षदीप कौर
Jay_Sean,जे शॉन
Miss_Pooja,मिस पूजा
Amrinder_Gill,अमरिंदर गिल
Rabbi_Shergill,रब्बी शेरगिल
Lala_Lajpat_Rai,लाला लाजपत राय
Bhai_Parmanand,भाई परमानन्द
Udham_Singh,उधम सिंह
Kartar_Singh_Sarabha,कर्तार सिंह सराभा
Sukhdev_Thapar,सुखदेव
Bhai_Mati_Das,भाई मतिदास
Baba_Gurmukh_Singh,बाबा गुरमुख सिंह
Baba_Gurdit_Singh,गुरदित्त सिंह
Baldev_Singh,बलदेव सिंह (रक्षामंत्री)
Captain_Mohan_Singh,जनरल मोहन सिंह
Sardar_Ajit_Singh,सरदार अजीत सिंह
Babbar_Akali_Movement,बब्बर अकाली आन्दोलन
Bhagwati_Charan_Vohra,भगवती चरण वोहरा
Bhai_Balmukund,भाई बालमुकुन्द
Madan_Lal_Dhingra,मदनलाल ढींगरा
Amir_Chand_Bombwal,अमीर चंद बोम्बवाल
Sewa_Singh_Thikriwala,सेवासिंह ठीकरीवाल
Sohan_Singh_Bhakna,सोहन सिंह भकना
Ghadar_Party,ग़दर पार्टी
Gulab_Kaur,गुलाब कौर
Prithvi_Singh_Azad,बाबा पृथ्वी सिंह आजाद
Saifuddin_Kitchlew,सैफुद्दीन किचलू
Ganda_Singh,गंडा सिंह
Amarinder_Singh,अमरिन्दर सिंह
Bibi_Jagir_Kaur,जगीर कौर
Buta_Singh,बूटा सिंह
Darbara_Singh,दरबारा सिंह
Giani_Zail_Singh,ज़ैल सिंह
Gulzari_Lal_Nanda,गुलज़ारीलाल नन्दा
Gurcharan_Singh_Tohra,गुरुचरण सिंह तोहड़ा
Gurdial_Singh_Dhillon,गुरूदयाल सिंह ढिल्लों
Inder_Kumar_Gujral,इन्द्र कुमार गुजराल
Krishan_Kant,कृष्ण कान्त
Madanlal_Khurana,मदन लाल खुराना
Master_Tara_Singh,मास्टर तारा सिंह
Parkash_Singh_Badal,प्रकाश सिंह बादल
Pratap_Singh_Kairon,प्रताप सिंह कैरों
Rajinder_Kaur_Bhattal,रजिन्दर कौर भट्ठल
Surjit_Singh_Barnala,सुरजीत सिंह बरनाला
Swaran_Singh,स्वर्ण सिंह
Yadavendra_Singh,यादविंदर सिंह
Lala_Amarnath,लाला अमरनाथ
Bishan_Singh_Bedi,बिशन सिंह बेदी
Yograj_Singh,योगराज सिंह
Navjot_Singh_Sidhu,नवजोत सिंह सिद्धू
Akash_Chopra,आकाश चोपड़ा
Dinesh_Mongia,दिनेश मोंगिया
Harvinder_Singh,हरविंदर सिंह
Yuvraj_Singh,युवराज सिंह
Ajitpal_Singh,अजीत पाल सिंह
Prithipal_Singh,पृथीपाल सिंह मैनी
Milkha_Singh,मिलखा सिंह
Kamaljeet_Sandhu,कमल जीत संधू
Baljinder_Singh,बलजिन्दर सिंह
Jeev_Milkha_Singh,जीव मिलखा सिंह
Jinder_Mahal,जिंदर महल
Avneet_Sidhu,अवनीत कौर सिधु
Arjun_Award,अर्जुन पुरस्कार
Satnam_Singh_Bhamara,सतनाम सिंह भमरा
Teejan_Bai,तीजनबाई
Triambak_Sharma,त्र्यम्बक शर्मा
Dada_Dharmadhikari,दादा धर्माधिकारी
BS_Moonje,बाळकृष्ण शिवराम मुंजे
Chandrashekhar_Shankar_Dharmadhikari,चंद्रशेखर शंकर धर्माधिकारी
Chakradhar_Singh,चक्रधर सिंह
Nareshchandra_Singh,नरेशचंद्र सिंह
Pravir_Chandra_Bhanj_Deo,प्रवीर चंद्र भंज देव
Pukhraj_Bafna,पुखराज बाफना
Alka_Kriplani,अलका क्रिप्लानी
Shekhar_Sen,शेखर सेन
Surendra_Dubey,सुरेंद्र दुबे
Shridhar_Venkatesh_Ketkar,श्रीधर व्यंकटेश केतकर
Habib_Tanvir,हबीब तनवीर
Vallabha_Acharya,वल्लभाचार्य
Amar_Agrawal,अमर अग्रवाल
Lakhiram_Agrawal,लखीराम अग्रवाल
Ramesh_Bais,रमेश बैस
Dinesh_Kashyap,दिनेश कश्यप
Ajit_Jogi,अजीत जोगी
Dilip_Singh_Judeo,दिलीप सिंह जूदेव
Mahendra_Karma,महेंद्र कर्मा
Banshilal_Mahto,बंशीलाल महतो
Saroj_Pandey,सरोज पांडेय
Kamla_Devi_Patle,कमला देवी पटले
Hemendra_Chandra_Singh,हेमेन्द्र चन्द्र सिंह
Raja_Nareshchandra_Singh,नरेशचंद्र सिंह
Dr._Raman_Singh,रमन सिंह
Renuka_Singh,रेणुका सिंह
Urmila_Singh,उर्मिला सिंह
Vikram_Usendi,विक्रम उसेंडी
Motilal_Vora,मोतीलाल वोरा
Ghasi_Das,गुरू घासीदास
Rajmohini_Devi,राज मोहिनी देवी
K._S._Sudarshan,के एस सुदर्शन
Leslie_Claudius,लेस्ली क्लॉडियस
Saba_Anjum_Karim,सबा अंजुम करीम
Pramod_Kamble,१२३२ ईसा पूर्व
Amol_Palekar,अमोल पालेकर
Ankush_Chaudhari,अंकुश चौधरी
Ashok_Saraf,अशोक सर्राफ
Kuldeep_Pawar,कुलदीप पवार
Mahesh_Kothare,महेश कोठारे
Makarand_Anaspure,मकरन्द अनासपुरे
Makarand_Deshpande,मकरंद देशपांडे
Milind_Gunaji,मिलिंद गुनाजी
Milind_Soman,मिलिंद सोमन
Mohan_Gokhale,मोहन गोखले
Nana_Patekar,नाना पाटेकर
Sachin_Khedekar,सचिन खेडेकर
Sachin_Pilgaonkar,सचिन (अभिनेता)
Sadashiv_Amrapurkar,सदाशिव अमरापुरकर
Sanjay_Narvekar,संजय नार्वेकर
Sayaji_Shinde,सयाजी शिंदे
Shivaji_Satham,शिवाजी साटम
Shreyas_Talpade,श्रेयस तलपड़े
Siddharth_Jadhav,सिद्धार्थ जाधव
Vikram_Gokhale,विक्रम गोखले
Aditi_Govitrikar,अदिति गोवित्रिकर
Ashwini_Bhave,अश्विनी भावे
Durga_Khote,दुर्गा खोटे
Lalita_Pawar,ललिता पवार
Leela_Chitnis,लीला चिटनिस
Madhuri_Dixit,माधुरी दीक्षित
Mamta_Kulkarni,ममता कुलकर्णी
Meena_Kumari,मीना कुमारी
Mugdha_Godse,मुग्धा गोडसे
Namrata_Shirodkar,नम्रता शिरोडकर
Padmini_Kolhapure,पद्मिनी कोल्हापुरी
Pallavi_Joshi,पल्लवी जोशी
Radhika_Apte,राधिका आप्टे
Rohini_Hattangadi,रोहिणी हट्टंगड़ी
Shraddha_Kapoor,श्रद्धा कपूर
Shilpa_Shirodkar,शिल्पा शिरोडकर
Smita_Patil,स्मिता पाटिल
Shobhana_Samarth,शोभना समर्थ
Sonali_Bendre,सोनाली बेंद्रे
Sonali_Kulkarni,सोनाली कुलकर्णी
Supriya_Pathak,सुप्रिया पाठक
Urmila_Matondkar,उर्मिला मातोंडकर
Karan_Johar,करण जौहर
Madhur_Bhandarkar,मधुर भंडारकर
Ashutosh_Gowarikar,आशुतोष गोवरिकर
Amol_Gupte,अमोल गुप्ते
Nagraj_Manjule,नागराज मंजुले
Ram_Gopal_Verma,रामगोपाल वर्मा
Ayan_Mukherjee,अयान मुखर्जी
Sanjay_Leela_Bhansali,संजय लीला भंसाली
Nanaji_Deshmukh,नानाजी देशमुख
Balasaheb_Gangadhar_Kher,बाळासाहेब गंगाधर खेर
Homi_Jehangir_Bhabha,होमी जहांगीर भाभा
Asha_Devi_Aryanayakam,आशा देवी आर्ययानाकम
Abasaheb_Garware,भालचंद्र दिगंबर गरवारे
Azim_Premji,अज़ीम प्रेमजी
Bhavarlal_Jain,भवरलाल जैन
Kiran_Karnik,किरण कार्निक
Rahul_Bajaj,राहुल बजाज
Vikram_Pandit,विक्रम पण्डित
Walchand_Hirachand,वालचन्द हीराचन्द
General_Arun_S._Vaidya,अरुण श्रीधर वैद्य
Ardeshir_Burzorji_Tarapore,लेफ्टिनेंट कर्नल ए॰ बी॰ तारापोर
Poona_Horse,द पूना हार्स
Rama_Raghoba_Rane,राम राघोबा राणे
Acharya_Atre,प्रहलाद केशव अत्रे
B._S._Mardhekar,बी. एस. मर्ढेकर
G._D._Madgulkar,गजानन दिगंबर माडगूलकर
Gangadhar_Gadgil,गंगाधर गाडगीळ
Kusumagraj,विष्णु वामन शिरवाडकर कुसुमाग्रज
Mangesh_Padgaonkar,मंगेश के. पाडगाँवकर
P._L._Deshpande,पुरुषोत्तम लक्ष्मण देशपांडे
Vasant_Abaji_Dahake,वसंत आबाजी डहाके
Vijay_Tendulkar,विजय तेंडुलकर
Vinda_Karandikar,गोविन्द विनायक करंदीकर
Babasaheb_Purandare,बलवंत मोरेश्वर पुरंदरे
Vishnu_Sakharam_Khandekar,विष्णु सखाराम खांडेकर
Abhijeet_Sawant,अभिजीत सावंत
Prabha_Atre,प्रभा अत्रे
Ashwini_Bhide,अश्विनी भिड़े-देशपांडे
Asha_Bhosle,आशा भोसले
Vasantrao_Deshpande,वसंतराव देशपांडे
Patiala_Gharana,पटियाला घराना
Bal_Gandharva,एन एस राजहंस बालगंधर्व
Suman_Kalyanpur,सुमन कल्याणपुर
Deenanath_Mangeshkar,दीनानाथ मंगेशकर
Usha_Mangeshkar,उषा मंगेशकर
Zubin_Mehta,ज़ुबिन मेहता
Sadhana_Sargam,साधना सरगम
Rahul_Vaidya,राहुल वैद्य
Suresh_Wadkar,सुरेश वाडकर
Shalmali_Kholgade,शाल्मली खोलगडे
Vijay_Salaskar,विजय सालस्कर
Hemant_Karkare,हेमंत करकरे
Ashok_Kamte,अशोक कामटे
Tukaram_Omble,तुकाराम ओम्बले
Vinayak_Damodar_Savarkar,विनायक दामोदर सावरकर
Babasaheb_Ambedkar,भीमराव आम्बेडकर
Bal_Gangadhar_Tilak,बाल गंगाधर तिलक
Gopinath_Munde,गोपीनाथ मुंडे
Ramdas_Athawale,रामदास आठवले
Prakash_Ambedkar,प्रकाश आम्बेडकर
Sharad_Pawar,शरद पवार
Ajit_Pawar,अजित पवार
Bal_Thackeray,बाल ठाकरे
Gopal_Ganesh_Agarkar,गोपाल गणेश आगरकर
Gopal_Krishna_Gokhale,गोपाल कृष्ण गोखले
Hari_Shivaram_Rajguru,राजगुरु
Manohar_Joshi,मनोहर जोशी
Narayan_Rane,नारायण राणे
Nitin_Gadkari,नितिन गडकरी
Patangrao_Kadam,पतंगराव कदम
Pramod_Mahajan,प्रमोद महाजन
Raj_Thackeray,राज ठाकरे
Senapati_Bapat,पांडुरंग महादेव बापट
Shankarrao_Chavan,शंकरराव चव्हाण
Shivraj_Patil,शिवराज पाटिल
Shripad_Amrit_Dange,श्रीपाद अमृत डांगे
Sushilkumar_Shinde,सुशील कुमार शिंदे
Uddhav_Thackeray,उद्धव ठाकरे
Vasantdada_Patil,वसंतदादा पाटील
Vilasrao_Deshmukh,विलासराव देशमुख
Yashwantrao_Chavan,यशवंतराव चव्हाण
Ganpatrao_Deshmukh,गणपतराव देशमुख
Anil_Shirole,अनिल शिरोले
Samarth_Ramdas,समर्थ रामदास
Gajanan_Maharaj,गजानन महाराज
Chokha_Mela,चोखामेला
Gora_Kumbhar,संत गोरा कुम्भार
Kanhopatra,कन्होपत्रा
Chhatrapati_Shivaji_Maharaj,शिवाजी
Madhavrao_Peshwa,माधवराव पेशवा
Rajarshi_Shahu_Maharaj,शाहू द्वितीय (कोल्हापुर)
Mahadji_Shinde,महादजी शिंदे
Malhar_Rao_Holkar,मल्हारराव होलकर
Vijay_Bhatkar,विजय भटकर
Madhav_Gadgil,माधव गाडगिल
Raghunath_Anant_Mashelkar,रघुनाथ अनंत माशेलकर
Jayant_Narlikar,जयन्त विष्णु नार्लीकर
Shekhar_C._Mande,शेखर सी. मांडे
Shreeram_Shankar_Abhyankar,श्रीराम शंकर अभयंकर
Shrinivas_Kulkarni,श्रीनिवास कुलकर्णी
Abhay_Ashtekar,अभय अष्टेकर
Subhash_Khot,सुभाष खोत
Anandi_Gopal_Joshi,आनंदीबाई जोशी
Baba_Amte,बाबा आमटे
Pandurang_Shastri_Athavale,पांडुरंग शास्त्री आठवले
Sindhutai_Sapkal,सिन्धुताई सपकाल
Mahatma_Jyotiba_Phule,ज्योतिराव गोविंदराव फुले
Dhondo_Keshav_Karve,धोंडो केशव कर्वे
Banoo_Jehangir_Coyaji,बानू जहाँगीर कोयाजी
Anna_Hazare,अन्ना हजारे
Medha_Patkar,मेधा पाटकर
Savitribai_Phule,सावित्रीबाई फुले
Vinoba_Bhave,विनोबा भावे
Bhaurao_Patil,भाउराव पायगोंडा पाटिल
Lokmanya_Tilak,बाल गंगाधर तिलक
Aparna_Popat,अपर्णा पोपट
Ajinkya_Rahane,अजिंक्य रहाणे
Ajit_Agarkar,अजीत आगरकर
Chandrakant_Pandit,चन्द्रकांत पण्डित
Chandu_Borde,चंदू बोर्डे
Dilip_Vengsarkar,दिलीप वेंगसरकर
Kedar_Jadhav,केदार जाधव
Pravin_Amre,प्रवीण आमरे
Ravi_Shastri,रवि शास्त्री
Sachin_Tendulkar,सचिन तेंदुलकर
Salil_Ankola,सलिल अंकोला
Sanjay_Bangar,संजय बांगर
Sunil_Gavaskar,सुनील गावस्कर
Sandip_Patil,संदीप मधुसूदन पाटिल
Vijay_Hazare,विजय हजारे
Vijay_Manjrekar,विजय मांजरेकर
Vijay_Merchant,विजय मर्चेंट
Vinod_Kambli,विनोद काम्बली
Vinoo_Mankad,वीनू हिम्मतलाल माँकड़
Zaheer_Khan,ज़हीर ख़ान
Rohit_Sharma,रोहित शर्मा
Anjali_Ved_Pathak_Bhagwat,अंजली भगवत
Tejaswini_Sawant,तेजस्विनी सावंत
