hindi,english
चावल,Rice
चेन्नई,Chennai
चोल,Chola dynasty
जावा,Java (disambiguation)
टीपू सुल्तान,Tipu Sultan
तंजावुर,Thanjavur
तमिल,Tamils
तमिल भाषा,Tamil language
तमिळ भाषा,Tamil language
तिरुक्कुरल,Tirukkuṛaḷ
तिरूनेलवेली,Tirunelveli
त्रिचि,Tiruchirappalli
दोसा,Dosa
द्रविड़,Dravidian
निर्धनता सीमा,Poverty threshold
पांड्य,Pandya dynasty
पुडुचेरी,Pondicherry
प्रागैतिहासिक,Prehistory
बंगलौर,Bangalore
बंगाल,Bengal
बंगाल की खाड़ी,Bay of Bengal
बनवारीलाल पुरोहित,Banwarilal Purohit
बर्मा,Myanmar
भरतनाट्यम,Bharatanatyam
भरतनाट्यम्,Bharatanatyam
भारत,India
भारतीय रेल,Indian Railways
मंदिर,Hindu temple
मदुरई,Madurai
मदुरै,Madurai
मद्रास प्रेसिडेंसी,Madras Presidency
मद्रास विश्वविद्यालय,University of Madras
मलयालम,Malayalam
महाराष्ट्र,Maharashtra
मानसून,Monsoon
मिर्च,Chili pepper
मुख्यमन्त्री,Chief minister (India)
मुसलमान,Muslims
मुस्लिम,Muslims
राजधानी,Capital city
राजाराजा चोल,Rajaraja I
राजेंद्र चोल,Rajendra Chola I
राज्य,State (polity)
राज्यपाल,Governor
लक्षद्वीप,Lakshadweep
विजयनगर साम्राज्य,Vijayanagara Empire
वृहदेश्वर मंदिर,"Brihadisvara Temple, Thanjavur"
श्रीलंका,Sri Lanka
संगम साहित्य,Sangam literature
सुमात्रा,Sumatra
सेलम,"Salem, Tamil Nadu"
स्थापत्य,Architecture
हिन्द महासागर,Indian Ocean
हिन्दू,Hindus
हिन्दू धर्म,Hinduism
अचार,South Asian pickles
अनुवाद,Translation
अमरावती,Amravati
अरकु घाटी,Araku Valley
असम,Assam
आदि शंकर,Adi Shankara
आदिलाबाद,Adilabad
आन्ध्र प्रभा,Andhra Prabha
आम,Mango
आर्य,Aryan
उड़ीसा,Odisha
उर्दू,Urdu
उस्मानिया विश्वविद्यालय,Osmania University
एन.टी. रामाराव,N. T. Rama Rao
एलूरु,Eluru
ऐतरेय ब्राह्मण,Aitareya Brahmana
ऑपरेशन पोलो,Annexation of Hyderabad
ओंगोल,Ongole
औपनिवेशिक भारत,Colonial India
कडपा,Kadapa
कपास,Cotton
कर्नाटक,Karnataka
कर्नाटक संगीत,Carnatic music
कर्नूल,Kurnool
कर्नूल जिला,Kurnool district
कांग्रेस,Congress
काकीनाडा,Kakinada
कालचक्र,Kalachakra
काली मिर्च,Black pepper
कृषि,Agriculture
कृष्णा जिला,Krishna district
कृष्णा नदी,Krishna River
कैलाशगिरी,Kailasagiri
कोहिनूर,Koh-i-Noor
क्रिसमस,Christmas
खोंड,Khonds
गन्ना,Sugarcane
गुंटूर,Guntur
गुजरात,Gujarat
गुर्रम जाशुवा,Gurram Jashuva
गोदावरी,Godavari River
गोदावरी नदी,Godavari River
गौतम बुद्ध,Gautama Buddha
घी,Ghee
चंद्रगुप्त मौर्य,Chandragupta Maurya
चटनी,Chutney
चालुक्य,Chalukya (disambiguation)
चावल,Rice
चित्तूर,"Chittoor, Andhra Pradesh"
चिरंजीवी,Chiranjeevi
चैत्र,Chaitra
छत्तीसगढ़,Chhattisgarh
जुलाई,July
ज्ञानपीठ पुरस्कार,Jnanpith Award
ज्योतिर्लिंग,Jyotirlinga
टंगुटूरी प्रकाशम,Tanguturi Prakasam
टमाटर,Tomato
डेक्कन क्रॉनिकल,Deccan Chronicle
डोसा,Dosa
तंत्र,Tantra
तमिल नाडु,Tamil Nadu
तम्बाकू,Tobacco
तिरुपति,Tirumala Tirupati
तुग़लक़,Tughlaq dynasty
तेलंगाना,Telangana
तेलुगू,Telugu language
तेलुगू देशम पार्टी,Telugu Desam Party
तेलुगू भाषा,Telugu language
तेलुगू लोग,Telugu people
त्यागराज,Tyagaraja
त्रेतायुग,Treta Yuga
द न्यू इंडियन एक्सप्रेस,The New Indian Express
द हिंदू,The Hindu
दक्षिण भारत,South India
दशहरा,Vijayadashami
दिल्ली,Delhi
दिल्ली सल्तनत,Delhi Sultanate
द्रविड़,Dravidian
द्वैताद्वैत,Dvaitadvaita
धरणीकोटा,Dharanikota
नरसिंह,Narasimha
नवरात्रि,Navaratri
नारा चंद्रबाबू नायडू,N. Chandrababu Naidu
निंबार्क,Nimbarka
निज़ाम,Nizam of Hyderabad
पतली परत,Thin film
पश्चिम गोदावरी जिला,West Godavari district
पार्वती,Parvati
पुदुचेरी,Pondicherry
पूर्वी चालुक्य,Eastern Chalukyas
पोट्टी श्रीरामुलु,Potti Sreeramulu
पोतना,Pothana
प्रजा राज्यम पार्टी,Praja Rajyam Party
प्रजाशक्ति,Prajasakti
प्रह्लाद,Prahlada
प्राकृत,Prakrit
फ़्रांस,France
बंगाल की खाड़ी,Bay of Bengal
बहमनी,Bahmani Sultanate
बादामी चालुक्य,Chalukya dynasty
बिरयानी,Biryani
बुक्का,Bukka Raya I
बैंगन,Eggplant
भगवान राम,Rama
भद्राचलम,Bhadrachalam
भारत,India
भारत का इतिहास,History of India
भारतीय नौसेना,Indian Navy
भारतीय संसद,Parliament of India
मंडल,Mandala
मक्का मस्जिद,"Makkah Masjid, Hyderabad"
मद्रास प्रेसिडेंसी,Madras Presidency
मद्रास राज्य,Madras Presidency
मराठी,Marathi language
मर्री चेन्ना रेड्डी,Marri Chenna Reddy
मलयालम,Malayalam
महा शिवरात्रि,Maha Shivaratri
महाकाली,Mahakali
महाभारत,Mahabharata
महाराष्ट्र,Maharashtra
मांस,Meat
मुक्त निर्देशिका परियोजना,DMOZ
मुख्यमंत्री,Chief minister (India)
मुसलमान,Muslims
मुहर्रम,Muharram
मूंगफली,Peanut
मौर्य,Maurya Empire
राजधानी,Capital city
राजमंड्री,Rajahmundry
राज्य सभा,Rajya Sabha
राज्यपाल,Governor
राज्यसभा,Rajya Sabha
राम,Rama
रायलसीमा,Rayalaseema
राष्ट्रपति शासन,President's rule
लक्ष्मण,Lakshmana
लोक सभा,Lok Sabha
वरंगल,Warangal
वारंगल,Warangal
विजयनगर,Vijayanagara
विजयनगर साम्राज्य,Vijayanagara Empire
विजयवाड़ा,Vijayawada
विजयवाडा,Vijayawada
विधान सभा,State Legislative Assembly (India)
विनुकोंडा,Vinukonda
विशाखपट्नम,Visakhapatnam
विशाखापट्नम,Visakhapatnam
विश्वनाथ सत्यनारायण,Viswanatha Satyanarayana
विष्णु,Vishnu
